iter	Logloss
110	0.02466164827
111	0.02461924553
112	0.02452836514
113	0.02422071218
114	0.02418259859
115	0.02359036922

116	0.02056724548
117	0.02035131454
118	0.02001324654
119	0.01971413136
120	0.01956070662
121	0.01933222532
122	0.01910550237
123	0.01878623009
124	0.01850250483
125	0.01825760961
126	0.01801461458
127	0.01778897285
128	0.01760966063
129	0.01743451238
130	0.01722034574
131	0.01704752922
7
136	0.07406415939
137	0.07316330433
138	0.07294530869
139	0.07272192955
140	0.07159370422
141	0.070964708138142	0.070804214139	0.01117912889
140	0.01108044863
141	0.01098929644
142	0.01084947109
143	0.01077825546
144	0.01066177368
145	0.01057412863
146	0.01044446707
147	0.01035356522
148	0.01026875257
149	0.01020333052
150	0.01010152578
151	0.009997413754

156	0.06621240139
157	0.06603653431
158	0.06560126305
159	0.06554119587
160	0.06538516998
161	0.06459311008
162	0.06429158688
163	0.06383797646
164	0.0632777977
165	0.06316405296
166	0.06296598911
167	0.06283713818
168	0.06236223698
169	0.0623161602
170	0.0622065115
171	0.06163429737
172	0.06153577805
173	0.06137925625
174	0.06133593559
175	0.06114705086
176	0.06097591877
177	0.06087063313
178	0.05959572315
179	0.05906198978
180	0.05871991158
181	0.05861614704
182	0.05803587914
183	0.05772349358
184	0.05762366295
185	0.05680326939
186	0.05670258522
187	0.05654942513
188	0.05592835903
189	0.05531442642
190	0.05521856308
191	0.05504764557
192	0.05449367523
193	0.05440224171
194	0.05431580067
195	0.05425675392
196	0.05399606228
197	0.05374639034
198	0.05359005451
199	0.05323236465
200	0.05244267464
201	0.05167995453
63
202	0.04143558502
203	0.04141741753
204	0.04125823498
205	0.04111262321
206	0.0407943058
207	0.04026586533
208	0.04024356842
209	0.04022245407
210	0.04020245552
211	0.04017616272
212	0.04015699863
213	0.03998373032
214	0.03976987839
215	0.03940170288
216	0.03920897484
217	0.03894589186
218	0.03862540245
219	0.03850905657
220	0.03833683968
221	0.03807301998
222	0.03793568611
223	0.03761855602
224	0.03735564947
225	0.03727292299
226	0.03700259447
227	0.03650318623
228	0.03639705658
229	0.03632313251
230	0.03627029419
231	0.03619305372
232	0.03612431765
233	0.03607423067
234	0.03602661133
235	0.03596235037
236	0.03591698408
237	0.03567909002
238	0.03559883595
239	0.03525241375
240	0.03502258301
241	0.03480200291
242	0.0345495224
243	0.03442433834
244	0.0341148591
245	0.03394015789
246	0.03373362541
247	0.03360542774
248	0.03349158764
249	0.03337692499
250	0.03330710411
251	0.03324795246
252	0.03293865204
253	0.03280538559
254	0.03252611876
255	0.03221484661
256	0.03205233574
257	0.03199397087
258	0.0318230772
259	0.03176822662
260	0.03172745228
261	0.03166605234
262	0.03149187088
263	0.03146210194
264	0.03126719952
265	0.03109809875
266	0.03083670855
267	0.03062858582
268	0.03050414562
269	0.03033049107
270	0.03028041601
271	0.03024651051
272	0.03004243374
273	0.0298030138
274	0.02977140903
275	0.02967428207
276	0.02961791039
277	0.02956585407
278	0.02940369129
279	0.02932710171
280	0.02929947853
281	0.02912427902
282	0.02902222157
283	0.02897068024
284	0.02894431353
285	0.02884436131
286	0.02859127283
287	0.02855723381
288	0.02845648766
289	0.02832395792
290	0.02828015327
291	0.02827273607
292	0.02826549053
293	0.02825847149
294	0.02825182438
295	0.02810405493
296	0.0280160141
297	0.02754959345
298	0.02743028164
299	0.02732825279
48673058
302	0.04622222424
303	0.04618067741
304	0.04598101616
305	0.04573214054
306	0.04570517063
307	0.04553064823
308	0.04514083385
309	0.0448846674
310	0.04467513561
311	0.04439974785
312	0.04411071777
313	0.04378818512
314	0.0435452795
315	0.04351244926
316	0.04341869354
317	0.04314707756
318	0.04293750763
319	0.04273303986
320	0.04252057076
321	0.04238316059
322	0.0422135973
323	0.04219080448
324	0.04206803799
325	0.04188555717
326	0.0416845417
327	0.04149978638
328	0.04135803223
329	0.04113283157
330	0.04099318504
331	0.04074791908
332	0.04055799961
333	0.04027968407
334	0.04019925117
335	0.03991935253
